FMID,MarketName,street,city,County,State,zip,Longitude,Latitude,Location
1009025,San Marcos Certified Farmers Market,1020 San Marcos Blvd,San Marcos,San Diego,California,92078,-117.190931,33.135686,
1004612,San Marcos/new Braunfels Farmers Market Association,104 C.M. Allen Parkway,San Marcos,Hays,Texas,78666,-97.937531,29.881728000000003,Private business parking lot
1004613,San Marcos/new Braunfels Farmers Market Association,100 San Antonio St,San Marcos,Hays,Texas,78666,-97.94067199999999,29.882251,Closed-off public street
1011494,San Mateo @ 25th Ave. Certified Farmers Market,25th Ave. And Hacienda St.,San Mateo,San Mateo,California,94403,-122.309607,37.543848,
1007859,San Mateo Event Center Cfm,"2495 South Delaware Street, San Mateo Event Center",San Mateo,San Mateo County,California,94403,-122.303,37.546,
1007257,San Miguel Farmers Market,Mission & 10th,Paso Robles,San Luis Obispo,California,93446,-120.697,35.7477,
1011355,San Pablo Farmers Market,13831 San Pablo Ave.,San Pablo,Contra Costa,California,94806,-122.3411614,37.9586052,
1001205,San Rafael Downtown Farmers Market,4th & B Streets,San Rafael,Marin,California,94915,-122.529,37.9733,Closed-off public street
1009438,San Ramon Farmers Market,2680 Bishop Drive,San Ramon,,California,94583,-121.961,37.7636,
1002238,Sanbornton Farmers Market,Route 132,Sanbornton,Belknap,New Hampshire,3269,-71.60457209999998,43.534956799999996,Other
1010075,Sand Springs Farmers Market,101 E Broadway St,Sand Springs,Tulsa,Oklahoma,74063,-96.108644,36.139905999999996,Local government building grounds
1003047,Sandhill Farmers Market,900 Clemson Road,Columbia,Richland,South Carolina,29229,-80.875812,34.132215,Federal/State government building grounds
1006639,Sandhills Farmers Green Market,1 Village Green Rd West,Pinehurst,Moore,North Carolina,28374,-79.468467,35.194695,Other
1006640,Sandhills Farmers Green Market,Rattlesnake Trail/woods Rd,Pinehurst,Moore,North Carolina,28374,-79.46481899999999,35.205461,Other
1000289,Sandusky Farmers Market,Corner Of M-46 And Washington Street.,Sandusky,Sanilac,Michigan,48471,-82.8337,43.4212,
1001897,Sandwich Farmers Market,Town Green,Sandwich,Carroll,New Hampshire,3227,-71.43870600000001,43.80935,Other
1002903,Sandwich Farmers Market,Route 6a Village Green,Sandwich,Barnstable,Massachusetts,2563,-70.493,41.7535,
1008293,Sandy Hook Organic Farmers Market,Wasserman Way,Newtown,Fairfield,Connecticut,6470,-73.2724625,41.4064404,Local government building grounds
1007792,Sandy River Farmers Market,Front Street,Farmington,Franklin,Maine,4938,-70.1528,44.6696,
1002437,Sandy Springs Farmers Market,"235 Sandy Springs Circle Nw, Parking Lot Of Former Target",Sandy Springs,,Georgia,30328,-84.3838,33.9185,
1001092,Sanford Farmers Market,Long Branch Saloon Parking Lot,Sanford,Midland,Michigan,48657,-84.3706,43.6796,
1006060,Sanford Farmers Market,150 E. 1st St. (magnolia Square),Sanford,Seminole,Florida,32771,-81.267,28.8116,
1010950,Sanford Farmers Market - Saturday,919 Main Street,Sanford,York,Maine,4073,-70.774635,43.438702,
1012099,Sanford Farmers Market - Wednesday,919 Main Street,Sanford Maine,York,Maine,4073,-70.774675,43.438742,
1005452,Sanford Farms Amsterdam Farmers Market,"Sanford Farms, Route 30",Amsterdam,Montgomery,New York,12010,-74.185102,42.959257,Local government building grounds
1000593,Sanger Farmers Market And Street Faire,7th And N Streets,Sanger,Fresno,California,93657,-119.557378,36.706334000000005,Closed-off public street
1010514,Sanibel Island Farmers Market,800 Dunlop Road,Sanibel,Lee,Florida,33957,-82.073654,26.440935999999997,
1011272,Sankofa Fresh Stop,5029 St Claude Ave,New Orleans,Orleans,Louisiana,70117,-90.021388,29.962835,
1012251,Sankofa World Market,275 Elmwood Ave,Providence,Providence,Rhode Island,2907,-71.4259842,41.8050532,
1008976,Santa Rosa Original Certified Farmers Market,50 Mark West Springs Road Wells Fargo Center For The Arts,Santa Rosa,Sonoma,California,95403,-122.7144314,38.4404674,Private business parking lot
1006691,Santa Barbara Farmers Market,600 Santa Barbara St.,Santa Barbara,Santa Barbara,California,93103,-119.695,34.4199,Private business parking lot
1006692,Santa Barbara Farmers Market,600 State Street,Santa Barbara,Santa Barbara,California,93103,-119.697,34.4177,Closed-off public street
1006693,Santa Barbara Farmers Market,7004 Marketplace Drive,Goleta,Santa Barbara,California,93105,-119.87200000000001,34.4293,Private business parking lot
1000007,Santa Barbara La Cumbre Farmers Market,110 South Hope Avenue,Santa Barbara,Santa Barbara,California,93101,-119.74700000000001,34.4378,
1007353,Santa Clara Farmers Market,Jackson Street At Homestead Road,Santa Clara,Santa Clara,California,95050,-121.9464195,37.3479946,Closed-off public street
1011459,Santa Clara Valley Medical Center Farmers Market,751 South Bascom,San Jose,Santa Clara,California,95128,-121.9328811,37.3128688,
1003834,Santa Clarita Certified Farmers Market,26455 N. Rockwell Canyon Road,Santa Clarita,Ventura,California,91355,-119.05093899999999,34.245836,Other
1005281,Santa Cruz Farmers Market,Cedar St & Lincoln St.,Santa Cruz,Santa Cruz,California,95060,-122.02703740000001,36.9724758,Other
1012188,Santa Cruz River Farmers Market,100 S. Avenida Del Convento,Tucson,Pima,Arizona,85745,-110.985666,32.219909,
1006077,Santa Fe Farmers Market - Southside Market,Zafarano Dr And San Ignacio Rd,Santa Fe,Santa Fe,New Mexico,87507,-106.0157102,35.6445191,Private business parking lot
1006078,Santa Fe Farmers Market,1607 Paseo De Peralta,Santa Fe,Santa Fe,New Mexico,87501,-105.94909080000001,35.682133799999995,Other
1005824,Santa Maria Cfm,Mervyns Parking Lot,Santa Maria,Santa Barbara,California,93444,-118.081,33.9039,
1012334,Santa Monica Farmers Market - Saturday Downtown,2nd Street & Arizona Avenue,Santa Monica,Los Angeles,California,90405,-118.49862830000001,34.016211299999995,
1008570,Santa Monica Farmers Market - Saturday Virginia Avenue Park,2200 Virginia Avenue,Santa Monica,Los Angeles,California,90404,-118.46768200000001,34.02075,Local government building grounds
1012321,Santa Monica Farmers Market - Sunday Main Street,2640 Main Street,Santa Monica,Los Angeles,California,90405,-118.483333,34.001456299999994,
1008564,Santa Monica Farmers Market - Wednesday Downtown,Arizona Avenue @ Ocean Ave Through 4th St,Santa Monica,Los Angeles,California,90401,-118.498173,34.01658,Closed-off public street
1003038,Santa Paula Cfm,Hallock And Telegraph,Santa Paula,Ventura,California,93013,-119.10600000000001,34.3817,
1009690,Santa Rosa Community Farmers Market At The Veterans Building,1351 Maple Drive,Santa Rosa,Sonoma,California,95404,-122.70022800000001,38.434472,Local government building grounds
1010161,Santa Rosa Downtown Market (wednesday Night Market),Fourth Street At D Street,Santa Rosa,Sonoma,California,95404,-122.7124017,38.4412146,
1011160,Santa Rosa Farmers Market,5400 Limbaugh Lane,Pace,Santa Rosa,Florida,32571,-87.1781691,30.594776300000003,
1004836,Santa Rosa Oakmont Cfm,Bank Parking Lot,Santa Rosa,Sonoma,California,95409,-122.60700000000001,38.4414,
1011448,Santa Teresa Farmers Market,Santa Teresa Blvd. And Camino Verde Dr.,San Jose,Santa Clara,California,95119,-121.8010961,37.2370797,
1002420,Santee Certified Farmers Market,9608 Carlton Hills Blvd,Santee,San Diego,California,92071,-116.999234,32.852133,Private business parking lot
1012127,Santee Community Farmers Market,53142 Highway 12,Niobrara,Knox,Nebraska,68760,-97.881936,42.733001,
1007261,Sara Hardy Downtown Farmers Market,152 East Grandview Parkway,Traverse City,Grand Traverse,Michigan,49684,-85.621764,44.765173,Local government building grounds
1008303,Saracen Landing Farmers Market,200 Lake Saracen Drive,Pine Bluff,Jefferson,Arkansas,71601,-92.004253,34.231056,
1012197,Saranac Green Market,Intersection Of Picketts Corners Road And Route 3,Saranac,Clinton,New York,12981,-73.733963,44.66166,
1010216,Saranac Lake Farmers Market,Fusion Market Lake Flower Drive,Saranac Lake,Essex,New York,12983,-74.12411800000001,44.323702000000004,Private business parking lot
1012203,Saranac Lake Village Farmers Market,Riverside Park,Saranac Lake,Franklin,New York,12983,-74.131251,44.32463,
1010606,Sarasota Downtown Farmers Market,,Sarasota,Sarasota,Florida,34236,-82.540609,27.336510999999998,
1002746,Saratoga Certified Farmers Market,"West Valley College, 14000 Fruitvale Avenue",Saratoga,Santa Clara,California,95070,-122.011452,37.264228,
1012460,Saratoga Farmers Market - Outdoor Market (may-october),"High Rock Park, High Rock Park Ave",Saratoga Springs,Saratoga,New York,12866,-73.781149,43.085525,
1012387,Saratoga Farmers Market - Winter Market,"65 South Broadway, Saratoga Spa State Park",Saratoga Springs,Saratoga,New York,12866,-73.790038,43.064686,
1005625,Saratoga Springs Community Market,1242 N Riverside Dr,Saratoga Springs,Utah,Utah,84045,-111.909442,40.38454,Private business parking lot
1004047,Sarvers Hill Farmers Market,438 Old State Route 66,Greensburg,Westmoreland,Pennsylvania,15601,-79.571,40.3964,
1009525,Sassy Pea Market/good Earth Petting Farm (at The Good Earth Day School),10820 East Crystal Falls Parkway,Leander,,Texas,78641,-97.8185,30.565,
1007136,Saturday Farmers Market,461 County Rd.,Barrington,Bristol,Rhode Island,2806,-71.3181,41.7485,
1005017,Saturday Farmers Market On Broad,"Macartan St., Beside Health Central",Augusta,Richmond,Georgia,30901,-81.9663,33.4729,
1004671,Saturday Market,Stewart Parkway,Washington,Beaufort,North Carolina,27889,-77.0583,35.5435,
1010173,Saturday Market,Oregon And Sw 1st Ave.,Ontario,Malheur,Oregon,97914,-116.96337199999999,44.025712,
1001518,Saturday Market - Havre Montana,,Havre,Hill,Montana,59501,-109.67737199999999,48.55312,
1006242,Saturday Market At The Port Of Ilwaco,Waterfront Way,Ilwaco,Pacific,Washington,98624,-123.999,46.3167,
1007065,Saturday Market Of Lake County,Town Parking Lot At North E & 2nd Streets,Lakeview,Lake,Oregon,97630,-120.345,42.1911,
1002770,Saturday Produce Market,One College Park (richland College Campus),Decatur,Macon,Illinois,62521,-88.8974,39.8849,Private business parking lot
1007266,Saturdays Market,3751 East Harriburg Pike,Middletown,Dauphin,Pennsylvania,17057,-76.673,40.1828,
1006645,Saucier Farmers Market,25950 Old Highway 49,Saucier,Harrison,Mississippi,39574,-89.1388,30.6633,
1006273,Saucon Valley Farmers Market,90 West Water Street,Hellertown,Northampton,Pennsylvania,18055,-75.341647,40.5791692,Local government building grounds
1003225,Sauders Farmers Market,"2146 River Rd., 1/4 Mi. W Of Village",Seneca,Seneca,New York,13165,-76.8228,42.9049,
1010746,Saugatuck Center For The Arts Farmers And Artisans Market,400 Culver Street,Saugatuck,Allegan,Michigan,49453,-86.2014418,42.654832299999995,
1009918,Saugerties Farmers Market,115 Main Street,Saugerties,Ulster,New York,12477,-73.9489637,42.0789867,
1007242,Saugerties Farmers Market (summer),115 Main Street Parking Lot,Saugerties,Ulster,New York,12477,-73.949866,42.079151,Educational institution
1007250,Saugerties Winter Farmers Market - Summer,207 Market Street,Saugerties,Ulster,New York,12477,-73.949428,42.079003,Educational institution
1009931,Saugerties Winter Farmers Market - Winter,207 Market Street,Saugerties,Ulster,New York,12477,-73.95502990000001,42.0842629,Federal/State government building grounds
1004538,Saugus/cliftondale,Anna Parker Playground Essex Street,Saugus,Essex,Massachusetts,1906,-71.016355,42.451645,
1005425,Sauk City Farmers Market,612 Water St,Sauk City,Sauk,Wisconsin,53583,-89.7195,43.2738,
1006544,Sauk County Farmers Market At Reedsburg,City Park,Reedsburg,Sauk,Wisconsin,53959,-90.0024,43.5329,
1010108,Sauk Prairie Farmers Market,,Prairie Du Sac,Sauk,Wisconsin,53578,-89.729784,43.285309000000005,
1002979,Sausalito Cfm,Bridgeway St. & Tracy St.,Sausalito,Marin,California,94949,-122.48100000000001,37.8573,
1005650,Savannah State Farmers Market,701 U.S. Highway 80-west,Savannah,Chatham,Georgia,31408,-81.232,32.1098,
1000275,Saw Mill Farmers Market,29 Warburton Ave.,Yonkers,Westchester,New York,10701,-73.899107,40.935594,Federal/State government building grounds
1010870,Sawmills Farmers Market,Helena Street And Sawmills School Road,Sawmills,Caldwell,North Carolina,28630,-81.47546120000001,35.82445429999999,
1003040,Sawyer Farmers Market,,Sawyer,,Michigan,49125,-87.3681,46.3329,
1009257,Saxony Market,13578 E. 131st Street,Fishers,,Indiana,46037,-85.9221,39.9821,
1010251,Scandia Farmers Market,20880 Olinda Trail,Scandia,Washington,Minnesota,55073,-92.80725,45.252085,
1001762,Scappoose Community Cub Farmers Market,"Off Highway 30, On 2nd Street Near E. Columbia Avenue",Scappoose,Columbia,Oregon,97056,-122.8768,45.75723,
1000681,Scarborough Farmers Market,259 U. S. Route One,Scarborough,Cumberland,Maine,4070,-70.3393,43.5901,
1000747,Scarsdale Farmers Market,1001 Post Rd.,North White Plains,Westchester,New York,10603,-73.7966,40.9888,
1012089,Scfb Upper Union Street,Woodland Municapal Parking Lot,Schenectady,Schenectady,New York,12309,-73.905169,42.803461999999996,
1003624,Schaghticoke Farmers Market,290 Northline Drive,Melrose,Rensselaer,New York,12121,-73.6166,42.8653,
1000043,Schenectady County Farm Bureau Farmers Market,Coldwell &bankers Parking Lot,Niskayuna,Schenectady,New York,12309,-73.87719009999999,42.805614399999996,Private business parking lot
1005734,Schenectady Greenmarket,(nov - April) 432 State Street / (may - Oct) 105 Jay Street,Schenectady,Schenectady,New York,12305,-73.9397922,42.814295,
1006449,Schenectady St. Lukes Church Farmers Market,1241 State Street,Schenectady,Schenectady,New York,12304,-73.92473000000001,42.798898,"Faith-based institution (e.g., church, mosque, synagogue, temple)"
1000935,Schererville Farmers Market,217 Gregory Street,Schererville,Lake,Indiana,46375,-87.44574300000001,41.489019,Closed-off public street
1011577,Schlafly Winter Farmers Market,7260 Southwest Ave.,Maplewood,St. Louis,Missouri,63143,-90.3153033,38.6130246,
1012208,Schmidt Family Farms,4282 State Road,Medina,Medina,Ohio,44256,-81.707468,41.159139,
1009315,Schmidts Farm And Greenhouses,2200 W. 9000 S. West Jordan,West Jordan,,Utah,84088,-111.958,40.5949,
1008945,Schoharie Fresh,122 Rockland Lane,Cobleskill,Schoharie,New York,12043,-74.50369640000001,42.671331,
1000576,Schoolcraft Farmers Market,342 N. Grand,Schoolcraft,Kalamazoo,Michigan,49087,-85.6371431,42.116786299999994,"Faith-based institution (e.g., church, mosque, synagogue, temple)"
1011492,Schoolyard Market At Hope And Main,691 Main Street,Warren,Bristol,Rhode Island,2885,-71.282104,41.725242,
1008703,Schranz Nut And Honey Farm,193 Vfw Road,Eldon,Miller,Missouri,65026,-92.605401,38.297467,"On a farm from: a barn, a greenhouse, a tent, a stand, etc"
1012207,Schroon Lake Farmers Market,15 Leland Ave,Schroon Lake,Essex,New York,12870,-73.7606489,43.8366949,
1001224,Schuyler Community Farmers Market,6484 Rockfish River Road,Schuyler,,Virginia,22969,-78.7014,37.7901,
1001116,Schuyler County Farm And Craft Market,"Fireman's Carnival Grounds, Rt. 224, Montour Falls",Montour Falls,Schuyler,New York,14865,-76.8452,42.3473,
1002689,Schuyler County Farmers Market,Bp Off Of Hwy 63 In Lancaster Mo,Lancaseter,Schuyler,Missouri,63548,-92.5,40.4858,
1000267,Schuyler Farmers Market,12th Street Under The Viaduct,Howells,Colfax,Nebraska,68641,-96.9639,41.6128,
1005319,Schuylkill River Park,25th And Spruce Streets,Philadelphia,Philadelphia,Pennsylvania,19103,-75.18114,39.94903,
1006945,Scituate,"Henry Turner Bailey Rd. And Country Way, North Scituate",Scituate,Plymouth,Massachusetts,2066,-70.7863,42.2188,
1002017,Scituate Farmers Market,Rt 116 Scituate Common,North Scituate,Providence,Rhode Island,2857,-71.5864,41.832,
1012037,Scotch Plains Farmers Marketplace,"430 Park Ave (municipal Parking Lot), Scotch Plains, New Jersey 07076",Scotch Plains,Union,New Jersey,7076,-74.39755699999999,40.650166999999996,
1001386,Scotland County Farmers Market,Courthouse Square,Memphis,Scotland,Missouri,63555,-92.1703,40.4581,
1007444,Scotland Farmers Market,"Scotland Green, Junction Route 14 And 97",Scotland,Windham,Connecticut,6264,-72.0825,41.6985,
1000422,Scott County Farmers Market,"90 Main Street, Old Train Depot Known As The Heritage Station",Scottsburg,Scott,Indiana,47170,-85.77024509999998,38.685614,Local government building grounds
1005955,Scott County Farmers Market,Court Street,Georgetown,Scott,Kentucky,40324,-84.559,38.2102,
1012159,Scott County Farmers Market,600 Scott High Drive,Huntsville,Scott,Tennessee,37756,-84.5328257,36.4061698,
1008022,Scottdale Farmers Market,1 Centennial Way,Scottdale,Westmoreland,Pennsylvania,15683,-79.58678499999999,40.10148,
1005282,Scotts Valley Farmers Market,360 Kings Village Drive,Scotts Valley,Santa Cruz,California,95066,-122.028204,37.050323,Local government building grounds
1004315,Scottsbluff Farmers Market,18th & Broadway,Scottsbluff,Scotts Bluff,Nebraska,69361,-103.663,41.8645,
1002004,Scottsboro Farmers Market,Bob Jones Road,Scottsboro,Jackson,Alabama,35768,-86.0641,34.6932,
1005717,Scottsville Community Farmers Market,125 Fleet Street,Scottsville,Albemarle,Virginia,24590,-78.4953,37.7983,Local government building grounds
1006283,Scottsville Farmers Market,1800 Scottsville-chili Rd,Scottsville,Monroe,Virginia,24590,-78.4956,37.7988,
1002256,Scottsville Midweek Farmers Market,61 Main St.,Scottsville,Monroe,New York,14546,-77.755481,43.019298,
1011280,Scottville Farmers Market At Millers Marketplace,202 North Main Street,Scottville,Mason,Michigan,49454,-86.2794785,43.9560271,
1007084,Scranton Cooperative Farmers Market,Albright Ave.,Scranton,Lackawanna,Pennsylvania,18508,-75.6633,41.4215,
1001734,Scripps Ranch Farmers Market And Family Festival,10380 Spring Canyon Rd.,San Diego,San Diego,California,92131,-117.09550700000001,32.935538,
1010502,Sea Bright Farmers Market,1041 Ocean Ave,Sea Bright,Monmouth,New Jersey,7760,-73.973836,40.363071000000005,
1012044,Seacoast Community Marketplace,"69 Portsmouth Ave, Rt 108",Stratham,Rockingham,New Hampshire,3885,-70.91896080000001,43.01066470000001,
1012362,Seacoast Eat Local Winter Farmers Market - Exeter High School,1 Blue Hawk Drive,Exeter,Rockingham,New Hampshire,3833,-71.00031259999999,43.0168516,
1012363,Seacoast Eat Local Winter Farmers Market - Wentworth Greenhouses,141 Rollins Road,Rollinsford,Strafford,New Hampshire,3869,-70.8601023,43.215561799999996,
1008348,Seaford Farmes Market,Seaford Rail Road Parking Lot Sunrise Highway And Washington Street,Seaford 11550,Suffolk,New York,11783,-73.494415,40.667097999999996,Other
1001584,Searcy Certified Farmers Market,Main St,Searcy,White,Arkansas,72143,-91.6124,35.2039,Private business parking lot
1002508,Sears Tower Plaza Farmers Market,233 S Wacker Dr.,Chicago,Cook,Illinois,60606,-87.6082,41.7366,
1000521,Seaside Farmers Market,2255 East County Highway 30 A,Seaside,Walton,Florida,32459,-86.137791,30.319989,Other
1007813,Seaside Farmers Market,2315 N. Roosevelt Dr.,Seaside,Clatsop,Oregon,97138,-123.914,46.0086,
1012696,Seaside Farmers Market,2255 E Co Hwy 30a,Santa Rosa Beach,Walton,Florida,32459,-86.137203,30.319940000000003,
1003397,Seaside Park Marina Farmers Market,Seaside Park Marina Lot (j Street And Central Ave.),Seaside Park,Ocean,New Jersey,8752,-74.0776,39.9302,
1012149,Seattle City Hall Farmers Market Featuring Pike Place Market Express,600 4th Ave,Seattle,King,Washington,98104,-122.33036100000001,47.603679,
1004487,Sebastopol Cfm,New Town Plaza,Sebastopol,Sonoma,California,95472,-122.84200000000001,38.3961,
1011680,Second Saturday Farmers And Crafters Market,9131 Glacier Highway,Juneau,Juneau,Alaska,99801,-134.583143,58.361941,
1005619,Second Street Plaza Farmers Market,303 Second St. Between Folsom And Harrison Streets,San Francisco,San Francisco,California,94107,-122.395785,37.785046,Other
1001755,Sedalia Area Farmers Market,"Missouri State Fairgrounds, South 65 Highway",Sedalia,Pettis,Missouri,65301,-93.251049,38.694953000000005,
1005861,Sedona Community Farmers Market,235 Air Terminal Dr Sedona Airport By The Overlook,Sedona,Yavapai,Arizona,86336,-111.791,34.8502,
1003489,Sedro-woolley Farmers Market,Corner Of Ferry And Metcalf,Sedro-woolley,Skagit,Washington,98284,-122.2389,48.50555,Other
1002078,Seguin Farmers And Artisans Market,510 Fleming,Seguin,Guadalupe,Texas,78155,-97.98716800000001,29.570966,Educational institution
1003518,Seguin Gardens Market,3100 S Central Ave,Cicero,,Illinois,60804,-87.7648,41.8343,
1000330,Seigler Farms,8th And Ohio Streets,Wichita Falls,Wichita,Texas,76301,-98.48977559999999,33.913201799999996,Local government building grounds
1000331,Seigler Farms,Omega And Main Streets,Henrietta,Clay,Texas,76365,-98.1963,33.8148,Private business parking lot
1000936,Selma Farmers Market,1st & High Street,Selma,Fresno,California,93662,-119.61200000000001,36.5687,
1005781,Selma/dallas County Farmers Market,108 West Dallas Avenue,Selma,Dallas,Alabama,36701,-87.039345,32.404222999999995,Local government building grounds
1002724,Seminole Heights Sunday Morning Market,5000 North Central Avenue,Tampa,Hillsborough,Florida,33603,-82.45528879999999,27.9910712,Educational institution
1002725,Seminole Heights Sunday Morning Market,742 South Village Circle,Tampa,Hillsborough,Florida,33604,-82.4754093,27.936421600000003,Closed-off public street
1002726,Seminole Heights Sunday Morning Market,"28211 Paseo Drive, Suite 100",Wesley Chapel,Pasco,Florida,33543,-82.3472119,28.188570000000002,Private business parking lot
1004004,Seneca Falls Farmers Market,"Water Street, People's Park",Seneca Falls,Seneca,New York,13148,-76.80035600000001,42.909889,
1000517,Seneca Farmers Market,11th & Elk St.,Seneca,,Kansas,66538,-96.0707,39.8383,
1004859,Seneca Farmers Market,Main Street,Seneca,Oconee,South Carolina,29678,-82.9515,34.6851,
1011890,Seneca Nation Farmers Market,11150 Rt 5 &20,Irving,Erie,New York,14081,-79.101298,42.570178999999996,
1004465,Sequim Farmers Market,Corner Of Sequim Ave And Washington St.,Sequim,Clallam,Washington,98382,-123.10233229999999,48.079631400000004,
1006842,Sesser The Tuesday Sale,Il-148,Sesser,,Illinois,62884,-89.054,38.0671,
1001621,Seven Harvest Farmers Market,4630 Raliegh Lagrange,Memphis,Shelby,Tennessee,38128,-89.9094,35.1992,Private business parking lot
1007634,Seventh Place Farmers Market,7th Place,St. Paul,Hennepin,Minnesota,55101,-93.09100000000001,44.9497,
1004905,Seventh Place Mall Market,St. Peter & Wabasha St.,St. Paul,Hennepin,Minnesota,55101,-93.0969,44.9483,
1007594,Severna Park Farmers Market,Ritchie Hwy & Jones Station Road,Severna Park,Anne Arundel,Maryland,21146,-76.5281,39.058,Private business parking lot
1011872,Severy Station,99 S Road,Severy,Greenwood,Kansas,67137,-96.234365,37.620849,
1006848,Seward Farmers Market,North Courhouse Square,Seward,Seward,Nebraska,68434,-97.0925,40.9124,
1003871,Seward Tower East Farmers Market,2910 E Franklin Ave,Minneapolis,Hennepin,Minnesota,55454,-93.2356,44.9675,
1003872,Seward Tower West Farmers Market,2515 9th St S,Minneapolis,Hennepin,Minnesota,55406,-93.2359,44.964,
1003665,Sewell Mill Community And Farmers Market,126 Hamilton Ave,Bremen,Haralson,Georgia,30110,-85.1459572,33.721520399999996,Other
1012353,Seymour Area Farmers Market,Walnut St And Saint Louis Ave.,Seymour,Jackson,Indiana,47274,-85.8914498,38.9578388,
1002794,Seymour Farmers Market,Pine Street,Seymour,New Haven,Connecticut,6483,-73.0757,41.3918,Local government building grounds
1005028,Seymour Farmers Market,N Main St & Depot St,Seymour,Outagamie,Wisconsin,54165,-88.3303,44.5124,
1010070,Seymour Farmers Market,11621 Chapman Hwy,Seymour,Sevier,Tennessee,37865,-83.7509235,35.8656558,"Faith-based institution (e.g., church, mosque, synagogue, temple)"
1005537,Sfc Farmers Market At Sunset Valley,3200 Jones Road,Sunset Valley,Travis,Texas,78745,-97.806462,30.230992999999998,Local government building grounds
1005538,Sfc Farmers Market At The Triangle,4600 Lamar,Austin,Travis,Texas,78723,-97.734032,30.314108,Other
1005535,Sfc Farmers Market Downtown,400 W. Guadalupe,Austin,Travis,Texas,78702,-97.748042,30.267453999999997,Other
1005536,Sfc Farmers Market East,2835 E Martin Luther King Jr. Blvd,Austin,Travis,Texas,76702,-97.7109086,30.2814372,Other
1003922,Shacktown Farmers Market,2816 Shacktown Road,Yadkinville,Yadkin,North Carolina,27055,-80.587,36.1157,
1007800,Shady Grove Farmers And Artisans Market,9601 Medical Center Drive,Rockville,Montgomery,Maryland,20850,-77.19800000000001,39.1024,Healthcare Institution
1010838,Shallotte Farmers Market,123 Mulberry Street,Shallotte,Brunswick,North Carolina,28470,-78.38603499999999,33.975058000000004,
1000471,Shandon United Methodist Church Farmers Market,3407 Devine Street,Columbia,Richland,South Carolina,29205,-80.9925,33.9974,
1011579,Shannon County Farmers Market,Hc 2 Box 210,Eminence,Shannon,Missouri,65466,-91.357635,37.1506044,
1010270,Share Food Program,Hunting Park Ave And Henry Ave,Philadelphia,Philadelphia,Pennsylvania,19129,-75.1785927,40.0050546,Other
1005767,Sharon Springs Farmers Market,"210 Main St, Roseboro Hotel",Sharon Springs,Schoharie,New York,13459,-74.61725200000001,42.79518,Other
1004597,Shasta Growers Association Certified Farmers Markets/anderson Market,1699 Hwy 273,Anderson,Shasta,California,96007,-122.288172,40.435319,
1011164,Shasta Growers Association Certified Farmers Markets/burney Market,37143 Main Street,Burney,Shasta,California,96013,-121.663545,40.881799,
1011166,Shasta Growers Association Certified Farmers Markets/marilyn Miller Market,1700 Churn Creek Road,Redding,Shasta,California,96001,-122.354616,40.581776,
1004595,Shasta Growers Association Certified Farmers Markets/saturday Redding Market,777 Cypress Ave.,Redding,Shasta,California,96001,-122.381055,40.572288,
1004596,Shasta Growers Association Certified Farmers Markets/turtle Bay Market,Sundial Bridge Drive,Redding,Shasta,California,96001,-122.37786499999999,40.591272,
1003435,Shawano Farmers Market,127 S Sawyer St,Shawano,Shawano,Wisconsin,54166,-88.60757,44.78119,Local government building grounds
1002005,Shawnee Farmers Market,7th & Bell,Shawnee,Pottawatomie,Oklahoma,74801,-96.9222,35.3261,
1007416,Shawnee Farmers Market,11110 Johnson Drive,Shawnee,Johnson,Kansas,66203,-94.715204,39.023395,Local government building grounds
1006733,Shawsville Farmers Market,267 Alleghany Spring Rd.,Shawsville,Montgomery,Virginia,24162,-80.2558,37.167,
1003066,Sheboygan Farmers Market,Fountain Park,Sheboygan,Sheboygan,Wisconsin,53081,-87.71325999999999,43.756159999999994,Other
1005612,Sheffield Farmers Market,"First Congregational Church Of Sheffield Parking Lot, 125 Main Street",Sheffield,Berkshire,Massachusetts,1257,-73.353992,42.110642999999996,
1004885,Shelburne Falls Farmers Market,"Baptist Corner Lot, 53 Main St.",Shelburne Falls,Franklin,Massachusetts,1370,-72.7372,42.608000000000004,Private business parking lot
1012085,Shelburne Farmers Market,Church Street,Shelburne,Chittenden,Vermont,5482,-73.227644,44.378312,
1001952,Shelby County Farmers Market,Highway 15 N.,Shelbina,Shelby,Missouri,63468,-92.037706,39.705866,Other
1000193,Shelby County Farmers Market,Public Square,Shelbyville,Shelby,Indiana,46176,-85.77702,39.5245,Closed-off public street
1000975,Shelby County Farmers Market,"1513 Midland Trail, Shelby County Fairgrounds, Coots Barn",Shelbyville,Shelby,Kentucky,40065,-85.2371,38.2125,
1001280,Shelby County Farmers Market,Hwys 44 And 59,Harlan,Shelby,Iowa,51537,-95.338551,41.645619,
1005542,Shelby County Farmers Market Ii,6791 Shelbyville Road,Simpsonville,Shelby,Kentucky,40067,-85.3445,38.222,
1008144,Shelby Farmers Market,E Main St. And High School Ave.,Shelby,Richland,Ohio,44875,-82.658451,40.881374,Federal/State government building grounds
1000001,Shelby Food And Craft Market,City Hall Park,Shelby,Toole,Montana,59474,-111.85600000000001,48.5041,
1010462,Shelby Twp Farmers Market,49965 Van Dyke Ave,Shelby Twp,Macomb,Michigan,48317,-83.035823,42.661812,
1006850,Sheldon Farmers Market,Pamida Parking Lot On Highway 18,Sheldon,O'brien,Iowa,51201,-95.85,43.1855,
