FMID,MarketName,Website,Website_1,Facebook,Facebook_1,Twitter,Twitter_1,Youtube,Youtube_1,OtherMedia,OtherMedia_1,Season1Date,Season1Date_Start,Season1Date_End,Season1Time,Season1Time 1,Season1Time 2,Season1Time 3,Season1Time 4,Season1Time 5,Season1Time 6,Season1Time 7,Season2Date,Season2Date 1,Season2Date 2,Season2Time,Season2Time 1,Season2Time 2,Season2Time 3,Season2Time 4,Season2Time 5,Season2Time 6,Season2Time 7,Season3Date 1,Season3Date 2,Season3Time,Season3Time 1,Season3Time 2,Season3Time 3,Season3Time 4,Season3Time 5,Season3Time 6,Season4Date,Season4Date 1,Season4Date 2,Season4Time,Season4Time 1,Season4Time 2
1010239,Princetons Farm To Fork Farmers Market,,,,,,,,,,,05/21/2014 to 10/15/2014,2014-05-21,2014-10-15,Wed: 2:00 PM-6:00 PM;,Wed: 2:00 PM-6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003342,Prineville Farmers Market,,,https://www.facebook.com/pages/Prineville-Farmers-Market/123633747675731,https://www.facebook.com/pages/Prineville-Farmers-Market/123633747675731,,,,,,,07/22/2015 to 08/26/2015,2015-07-22,2015-08-26,Wed: 4:00 PM-7:30 PM;,Wed: 4:00 PM-7:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002501,Printers Row (chicago) Farmers Market,http://www.cityofchicago.org/specialevents,http://www.cityofchicago.org/specialevents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002923,Proctor Farmers Market,http://www.proctorfarmersmarket.com,http://www.proctorfarmersmarket.com,,,,,,,,,March to December,2010-03-01,2010-12-31,Sat:9:00 AM - 2:00 PM;,Sat:9:00 AM - 2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012609,Produce In The Park,,,produceinthepark,,,,,,,,06/02/2016 to 09/29/2016,2016-06-02,2016-09-29,Thu: 4:30 PM-6:30 PM;,Thu: 4:30 PM-6:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011216,Project Hope Farm Stand,,,,,,,,,,,07/08/2015 to 09/02/2015,2015-07-08,2015-09-02,Wed: 4:00 PM-7:00 PM;,Wed: 4:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004395,Prosser Farmers Market,http://www.prosserfarmersmarket.com,http://www.prosserfarmersmarket.com,https://www.facebook.com/prosserfarmersmarket,https://www.facebook.com/prosserfarmersmarket,,,,,,,05/02/2015 to 10/31/2015,2015-05-02,2015-10-31,Sat: 8:00 AM-12:00 PM;,Sat: 8:00 AM-12:00 PM,,,,,,,11/07/2015 to 04/16/2016,11/7/15, 04/16/2016,Sat: 9:00 AM-12:00 PM;,Sat: 9:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,
1005919,Protivin Farmers Market,,,,,,,,,,,,,,Wed: 2:30 PM-5:00 PM;,Wed: 2:30 PM-5:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006783,Providence Downtown Farmers Market,http://www.farmfresh.org/markets,http://www.farmfresh.org/markets,,,,,,,,,06/18/2013 to 10/29/2013,2013-06-18,2013-10-29,Tue: 3:00 PM-6:00 PM;,Tue: 3:00 PM-6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010177,Providence/broad St. Farmers Market,http://www.farmfreshri.org,http://www.farmfreshri.org,https://www.facebook.com/farmfreshri,https://www.facebook.com/farmfreshri,,,,,,,,,,Sat: 8:30 AM-12:00 PM;,Sat: 8:30 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012446,Provincetown Farmers Market,,,Provincetown Farmers Market,,,,,,,,05/14/2016 to 11/19/2016,2016-05-14,2016-11-19,Sat: 9:00 AM-3:00 PM;,Sat: 9:00 AM-3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002154,Provos Farmers Market,http://www.provosfarmersmarket.blogspot.com,http://www.provosfarmersmarket.blogspot.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002500,Prudential Plaza (chicago) Farmers Market,http://www.cityofchicago.org/specialevents,http://www.cityofchicago.org/specialevents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001535,Ps 11 Farm Market,http://www.ps11chelsea.org,http://www.ps11chelsea.org,,,,,,,,,06/11/2014 to 11/12/2014,2014-06-11,2014-11-12,Wed: 8:00 AM-11:00 AM;,Wed: 8:00 AM-11:00 AM,,,,,,,12/01/2012 to 05/31/2013,12/1/12, 05/31/2013,,,,,,,,,,,,,,,,,,,,,,,
1005595,Ptc Farmers Market,http://www.ptcfarmersmarket.org,http://www.ptcfarmersmarket.org,https://www.facebook.com/PeachtreeCityFarmersMarket/,https://www.facebook.com/PeachtreeCityFarmersMarket/,,,,,,,01/01/2016 to 12/31/2016,2016-01-01,2016-12-31,Wed: 9:00 AM-1:00 PM;Sat: 9:00 AM-1:00 PM;,Wed: 9:00 AM-1:00 PM,Sat: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008141,Public Market At The Village At Meridian,http://adrianandsabine.com/events/,http://adrianandsabine.com/events/,https://www.facebook.com/PublicMarketVillageAtMeridian,https://www.facebook.com/PublicMarketVillageAtMeridian,,,,,,,06/15/2013 to 09/14/2013,2013-06-15,2013-09-14,Sat: 10:00 AM-2:00 PM;,Sat: 10:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000749,Public Market On The Willapa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003506,Pueblo Farmers Marketeers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004792,Pueblo Of Pojoaque Farmers And Crafts Market,http://farmersmarketsnm.org/Shoppers/FindMarket/find.php,http://farmersmarketsnm.org/Shoppers/FindMarket/find.php,,,,,,,http://pojoaquefarmersmarket.wordpress.com/,http://pojoaquefarmersmarket.wordpress.com/,05/28/2014 to 10/22/2014,2014-05-28,2014-10-22,Wed: 11:00 AM-5:00 PM;,Wed: 11:00 AM-5:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005073,Puget Island Farmers Market,,,www.facebook.com/pugetislandfarmersmarket,,,,,,,,05/01/2015 to 10/31/2015,2015-05-01,2015-10-31,Fri: 3:00 PM-6:00 PM;,Fri: 3:00 PM-6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009818,Pulaski County Farmers Market,,,https://www.facebook.com/PulaskiCountyMOFarmersMarket,https://www.facebook.com/PulaskiCountyMOFarmersMarket,,,,,,,01/01/2014 to 12/31/2014,2014-01-01,2014-12-31,Sat: 8:00 AM-12:00 PM;,Sat: 8:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001180,Pulaski Farmers Market,http://www.pulaskifarmersmarket.com,http://www.pulaskifarmersmarket.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009554,Pullman Farmers Market,http://www.pullmanchamber.com/visit-pullman/things-to-do-in-pullman/farmers-market/,http://www.pullmanchamber.com/visit-pullman/things-to-do-in-pullman/farmers-market/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003504,Punta Gorda Downtown Farmers Market,http://www.puntagordafarmersmarket.com,http://www.puntagordafarmersmarket.com,,,,,,,,,05/07/2016 to 09/24/2016,2016-05-07,2016-09-24,Sat: 8:00 AM-12:00 PM;,Sat: 8:00 AM-12:00 PM,,,,,,,10/01/2012 to 04/29/2017,10/1/12, 04/29/2017,Sat: 8:00 AM-1:00 PM;,Sat: 8:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,
1005563,Punta Gorda Downtown Farmers Market,http://www.icgov.org/farmersmarket,http://www.icgov.org/farmersmarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010327,Punta Gorda History Park Farmers Market,,,https://www.facebook.com/pages/Punta-Gorda-History-Park-Farmers-Market/525497064138559,https://www.facebook.com/pages/Punta-Gorda-History-Park-Farmers-Market/525497064138559,,,,,,,06/01/2014 to 09/01/2014,2014-06-01,2014-09-01,Sun: 9:00 AM-1:00 PM;,Sun: 9:00 AM-1:00 PM,,,,,,,10/01/2014 to 05/31/2015,10/1/14, 05/31/2015,Sun: 9:00 AM-2:00 PM;,Sun: 9:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,
1010384,Purdue Farmers Market,http://www.purdue.edu/sustainability/initiatives/food/farmersmarket.html,http://www.purdue.edu/sustainability/initiatives/food/farmersmarket.html,https://www.facebook.com/PurdueSustainability,https://www.facebook.com/PurdueSustainability,https://twitter.com/SustainPurdue,https://twitter.com/SustainPurdue,,,,,05/01/2014 to 10/30/2014,2014-05-01,2014-10-30,Thu: 11:00 AM-3:00 PM;,Thu: 11:00 AM-3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001442,Purple Porch Co-op,http://www.purpleporchcoop.com,http://www.purpleporchcoop.com,https://www.facebook.com/PurplePorchCoop,https://www.facebook.com/PurplePorchCoop,https://twitter.com/purpleporchcoop,https://twitter.com/purpleporchcoop,www.youtube.com/watch?v=Vp0mLPeWe4M,,,,,,,Wed: 5:00 PM-7:00 PM;,Wed: 5:00 PM-7:00 PM,,,,,,,06/06/2015 to 10/31/2015,6/6/15, 10/31/2015,Wed: 5:00 PM-7:00 PM;Sat: 8:00 AM-12:00 PM;,Wed: 5:00 PM-7:00 PM,Sat: 8:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,
1000932,Putnam County Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004357,Putnam County Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007765,Putnam Farmers Market,http://www.nectfaremrsmarket.org,http://www.nectfaremrsmarket.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011596,Putnam Farmers Market,http://putnamfarmersmarket.weebly.com,http://putnamfarmersmarket.weebly.com,,,,,,,,,05/02/2015 to 10/31/2015,2015-05-02,2015-10-31,Tue: 4:00 PM-7:00 PM;Thu: 4:00 PM-7:00 PM;Sat: 9:00 AM-1:00 PM;,Tue: 4:00 PM-7:00 PM,Thu: 4:00 PM-7:00 PM,Sat: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005129,Putney Farmers Market - Indoor/winter,http://www.putneyfarmersmarket.org,http://www.putneyfarmersmarket.org,https://www.facebook.com/putneyfarmersmarket,https://www.facebook.com/putneyfarmersmarket,,,,,,,11/22/2015 to 12/20/2015,2015-11-22,2015-12-20,Sun: 11:00 AM-2:00 PM;,Sun: 11:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011084,Putney Farmers Market - Outdoor/summer,http://www.putneyfarmersmarket.org,http://www.putneyfarmersmarket.org,www.facebook.com/putneyfarmersmarket,,,,,,,,05/24/2015 to 10/11/2015,2015-05-24,2015-10-11,Sun: 11:00 AM-2:00 PM;,Sun: 11:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003402,Puyallup Farmers Market,http://www.puyallupmainstreet.com/farmersmarket,http://www.puyallupmainstreet.com/farmersmarket,,,,,,,,,April to October,2010-04-01,2010-10-31,Sat:9:00 AM - 2:00 PM;sun:10:00 AM - 2:00 PM;,Sat:9:00 AM - 2:00 PM,sun:10:00 AM - 2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008504,Quad Cities Food Hub,http://www.qcfoodhub.com/home,http://www.qcfoodhub.com/home,https://www.facebook.com/quadcitiesfoodhub,https://www.facebook.com/quadcitiesfoodhub,,,,,,,01/01/2014 to 12/31/2014,2014-01-01,2014-12-31,Tue: 11:00 AM-7:00 PM;Wed: 11:00 AM-7:00 PM;Thu: 11:00 AM-7:00 PM;Fri: 11:00 AM-5:00 PM;Sat: 8:00 AM-4:00 PM;Sun: 12:00 PM-4:00 PM;,Tue: 11:00 AM-7:00 PM,Wed: 11:00 AM-7:00 PM,Thu: 11:00 AM-7:00 PM,Fri: 11:00 AM-5:00 PM,Sat: 8:00 AM-4:00 PM,Sun: 12:00 PM-4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011597,Quakertown Farmers Market,http://www.ItsFresherHere.com,http://www.ItsFresherHere.com,facebook.com/QuakertownFarmersMarket,,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Fri: 9:00 AM-9:00 PM;Sat: 9:00 AM-9:00 PM;Sun: 10:00 AM-5:00 PM;,Fri: 9:00 AM-9:00 PM,Sat: 9:00 AM-9:00 PM,Sun: 10:00 AM-5:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010311,Quantico Farmers Market,,,,,,,,,,,05/22/2014 to 09/04/2014,2014-05-22,2014-09-04,Thu: 12:00 PM-5:00 PM;,Thu: 12:00 PM-5:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004735,Quarry Farmers And Ranchers Market,http://www.quarryfarmersmarket.com,http://www.quarryfarmersmarket.com,https://www.facebook.com/quarryfarmersmarket,https://www.facebook.com/quarryfarmersmarket,https://twitter.com/quarryfm,https://twitter.com/quarryfm,,,Instagram/quarryfarmersmarket,Instagram/quarryfarmersmarket,01/06/2013 to 12/29/2013,2013-01-06,2013-12-29,Sun: 9:00 AM-1:00 PM;,Sun: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010145,Queen Anne Farmers Market,http://www.qafma.net,http://www.qafma.net,https://www.facebook.com/QAFarmersMkt,https://www.facebook.com/QAFarmersMkt,https://twitter.com/@QAFarmersMkt,https://twitter.com/@QAFarmersMkt,,,,,06/05/2014 to 10/16/2014,2014-06-05,2014-10-16,Thu: 3:00 PM-7:30 PM;,Thu: 3:00 PM-7:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005260,Queen Kapiolani Park (peoples Open Market),http://www.honolulu.gov/parks/programs/pom,http://www.honolulu.gov/parks/programs/pom,,,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Wed: 10:00 AM-11:00 AM;,Wed: 10:00 AM-11:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010982,Queens Botanical Gardens Down To Earth Farmers Market,http://www.downtoearthmarkets.com,http://www.downtoearthmarkets.com,https://www.facebook.com/DowntoEarthMarkets,https://www.facebook.com/DowntoEarthMarkets,https://twitter.com/DowntoEarthMkts,https://twitter.com/DowntoEarthMkts,https://www.youtube.com/user/DowntoEarthMarkets,https://www.youtube.com/user/DowntoEarthMarkets,https://instagram.com/downtoearthmkts/,https://instagram.com/downtoearthmkts/,06/17/2016 to 11/18/2016,2016-06-17,2016-11-18,Fri: 8:30 AM-4:00 PM;,Fri: 8:30 AM-4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003273,Queens Hospital Center Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007233,Queensbury Farmers Market,http://www.glensfallsfarmersmarket.com,http://www.glensfallsfarmersmarket.com,https://www.facebook.com/GFFarmersMarket,https://www.facebook.com/GFFarmersMarket,,,,,,,05/26/2014 to,2014-05-26,,Mon: 3:00 PM-6:00 PM;,Mon: 3:00 PM-6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002169,Questa Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009980,Quincy Certified Farmers Market,http://www.quincyfarmersmarket.org,http://www.quincyfarmersmarket.org,https://www.facebook.com/quincyfm,https://www.facebook.com/quincyfm,,,,,,,06/12/2014 to 08/28/2014,2014-06-12,2014-08-28,Thu: 4:30 PM-7:30 PM;,Thu: 4:30 PM-7:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004184,Quincy Farmers Market,http://www.quincyfarmersmarket.com,http://www.quincyfarmersmarket.com,,,,,,,,,June to November,2010-06-01,2010-11-30,Fri:11:30 AM - 5:30 PM;,Fri:11:30 AM - 5:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007199,Racines Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011853,Radford Farmers Market,http://www.radfordchamber.com,http://www.radfordchamber.com,https://www.facebook.com/rfmkt,https://www.facebook.com/rfmkt,,,,,@radfordfarmersmarket Instagram,@radfordfarmersmarket Instagram,05/14/2016 to 10/15/2016,2016-05-14,2016-10-15,Sat: 8:00 AM-1:00 PM;,Sat: 8:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005457,Rainbow Blossom Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009815,Rainier Marina Market,http://www.rainier97048.org,http://www.rainier97048.org,,,,,,,,,05/03/2014 to 12/13/2014,2014-05-03,2014-12-13,Sat: 9:30 AM-4:00 PM;,Sat: 9:30 AM-4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001483,Raleigh Downtown Farmers Market,http://www.RaleighEatLocal.com,http://www.RaleighEatLocal.com,https://www.facebook.com/RaleighEatLocal,https://www.facebook.com/RaleighEatLocal,https://twitter.com/RalDTFarmersMkt,https://twitter.com/RalDTFarmersMkt,,,,,04/30/2014 to 10/29/2014,2014-04-30,2014-10-29,Wed: 10:00 AM-2:00 PM;,Wed: 10:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004997,Ralph H. Johnson Medical Center Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002470,Ralphs Joy Of Living Farmers Market,http://www.joyofliving.com/fremont-market,http://www.joyofliving.com/fremont-market,,,,,,,,,06/21/2014 to 10/18/2014,2014-06-21,2014-10-18,Sat: 9:00 AM-1:00 PM;,Sat: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004770,Ramah Farmers Market,http://www.FarmersMarketsNM.org,http://www.FarmersMarketsNM.org,https://www.facebook.com/pages/Ramah-Farmers-Market/124305214279483?fref=ts,https://www.facebook.com/pages/Ramah-Farmers-Market/124305214279483?fref=ts,,,,,,,06/21/2014 to 10/04/2014,2014-06-21,2014-10-04,Sat: 10:00 AM-1:00 PM;,Sat: 10:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005458,Ramona Certified Farmers Market,http://www.ramonafarmersmarket.com,http://www.ramonafarmersmarket.com,https://www.facebook.com/BullerGardens?fref=ts,https://www.facebook.com/BullerGardens?fref=ts,,,,,,,01/01/2016 to 12/31/2016,2016-01-01,2016-12-31,Sat: 9:00 AM-1:00 PM;,Sat: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001464,Ramsey Farmer Market,,,,,,,,,,,July to October,2010-07-01,2010-10-31,Thu:3:00 PM - 7:00 PM;,Thu:3:00 PM - 7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010983,Ramsey Farmers Market,http://www.ramseyfarmersmarket.org,http://www.ramseyfarmersmarket.org,,,,,,,,,06/05/2016 to 11/27/2016,2016-06-05,2016-11-27,Sun: 9:00 AM-2:00 PM;,Sun: 9:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010984,Ramsey Farmers Market,http://www.ramseyfarmersmarket.org,http://www.ramseyfarmersmarket.org,,,,,,,,,12/04/2016 to 03/26/2017,2016-12-04,2017-03-26,Sun: 10:00 AM-2:00 PM;,Sun: 10:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000313,Ranchester Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006030,Rancho Bernardo Certified Farmers Market And Specialties,,,none,,none,,none,,Bernardo Winery,Bernardo Winery,01/01/2014 to 12/31/2014,2014-01-01,2014-12-31,Fri: 9:00 AM-1:00 PM;,Fri: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002379,Rancho Cucumonga Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008079,Rancho Farm And Art Market,http://www.Ranchofarmnartmkt.com,http://www.Ranchofarmnartmkt.com,,,,,,,,,06/07/2014 to 10/04/2014,2014-06-07,2014-10-04,Sat: 8:00 AM-2:00 PM;,Sat: 8:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002155,Rancho Santa Fe Farmers Market,http://www.ranchosantafefarmersmarket.com,http://www.ranchosantafefarmersmarket.com,,,,,,,,,,,,Sun: 9:00 AM-1:30 PM;,Sun: 9:00 AM-1:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005409,Rancho Santa Margarita Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001489,Randallstown Farmers Market,,,,,,,,,,,June to September,2010-06-01,2010-09-30,Wed:1:00 PM - 5:00 PM;,Wed:1:00 PM - 5:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011310,Randolph County Farmers Market,,,,,,,,,,,06/03/2015 to 11/04/2015,2015-06-03,2015-11-04,Wed: 7:00 AM-12:00 PM;Sat: 7:00 AM-12:00 PM;,Wed: 7:00 AM-12:00 PM,Sat: 7:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012382,Randolph County Farmers Market,,,,,,,,,,,,,,Wed: 7:00 AM-;Sat: 7:00 AM-;,Wed: 7:00 AM-,Sat: 7:00 AM-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001516,Randolph Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002591,Randolph Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005435,Rantoul Farmers Market,,,,,,,,,,,June to October,2010-06-01,2010-10-31,Fri:7:00 AM - 12:00 PM;,Fri:7:00 AM - 12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009517,Rascal Fair/white Oaks Community Market,http://www.localharvest.org/rascal-fair-white-oaks-community-market-M58694,http://www.localharvest.org/rascal-fair-white-oaks-community-market-M58694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004009,Rathdrum Farmers Market,http://www.rathdrumfarmersmarket.org,http://www.rathdrumfarmersmarket.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001360,Ravenna Farmers Market,,,,,,,,,,,June to September,2010-06-01,2010-09-30,Thu:5:00 PM - 7:00 PM;,Thu:5:00 PM - 7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002959,Ravinia Farmers Market,http://www.raviniafarmersmarket.com,http://www.raviniafarmersmarket.com,,,,,,,,,06/04/2014 to 10/29/2014,2014-06-04,2014-10-29,Wed: 7:00 AM-1:00 PM;,Wed: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010546,Raw And Juicy Farmers Market,,,,,,,,,,,01/01/2014 to 12/31/2014,2014-01-01,2014-12-31,Sun: 9:00 AM-1:00 PM;,Sun: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006139,Rawlins Downtown Farmers Market,http://www.rawlinsmainstreet.org,http://www.rawlinsmainstreet.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001905,Ray Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000598,Raymond Farmers Market,http://www.raymondareanews.com/thingstodo/frmrsmkt.html,http://www.raymondareanews.com/thingstodo/frmrsmkt.html,,,,,,,,,June to September,2010-06-01,2010-09-30,Tue:3:00 PM - 6:30 PM;,Tue:3:00 PM - 6:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008680,Raymores Original Town Farmers Market,http://www.raymore.com/index.aspx?nid=504,http://www.raymore.com/index.aspx?nid=504,https://www.facebook.com/cityofraymoremo,https://www.facebook.com/cityofraymoremo,,,,,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=818,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=818,06/04/2013 to 09/24/2013,2013-06-04,2013-09-24,Tue: 4:00 PM-7:00 PM;,Tue: 4:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009225,Rays Market,http://www.raysmarket.net/Home_Page.html,http://www.raysmarket.net/Home_Page.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011330,Raytown Farmers Market,http://www.RaytownFarmersMarket.com,http://www.RaytownFarmersMarket.com,https://www.facebook.com/RaytownFarmersMarketRaytownMO,https://www.facebook.com/RaytownFarmersMarketRaytownMO,,,,,,,05/02/2015 to 10/31/2015,2015-05-02,2015-10-31,Thu: 3:00 PM-6:00 PM;Sat: 9:00 AM-1:00 PM;,Thu: 3:00 PM-6:00 PM,Sat: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004048,Reading Terminal Market,http://www.readingterminalmarket.org,http://www.readingterminalmarket.org,https://www.facebook.com/readingterminalmarket,https://www.facebook.com/readingterminalmarket,https://twitter.com/RdgTerminalMkt,https://twitter.com/RdgTerminalMkt,thereadingterminal,,Instagram & Pinterest: RdgTerminalMkt,Instagram & Pinterest: RdgTerminalMkt,,,,Mon: 8:00 AM-6:00 PM;Tue: 8:00 AM-6:00 PM;Wed: 8:00 AM-6:00 PM;Thu: 8:00 AM-6:00 PM;Fri: 8:00 AM-6:00 PM;Sat: 8:00 AM-6:00 PM;Sun: 9:00 AM-5:00 PM;,Mon: 8:00 AM-6:00 PM,Tue: 8:00 AM-6:00 PM,Wed: 8:00 AM-6:00 PM,Thu: 8:00 AM-6:00 PM,Fri: 8:00 AM-6:00 PM,Sat: 8:00 AM-6:00 PM,Sun: 9:00 AM-5:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
2000022,Real Food System,http://www.realfoodfarm.org/get-food/mobilemarket/,http://www.realfoodfarm.org/get-food/mobilemarket/,https://www.facebook.com/rffpage,https://www.facebook.com/rffpage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011130,Reap Olean Farmers Market,http://www.oleanfarmersmarket.com,http://www.oleanfarmersmarket.com,https://www.facebook.com/olean.farmers.market,https://www.facebook.com/olean.farmers.market,,,,,,,05/16/2015 to 10/31/2015,2015-05-16,2015-10-31,Sat: 8:00 AM-1:00 PM;,Sat: 8:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
