FMID,Credit,WICcash,WIC,SFMNP,SNAP
1007194,N,N,N,N,N
1008868,Y,N,N,Y,N
1011656,Y,N,Y,N,Y
1003080,Y,N,N,Y,Y
1012308,Y,Y,Y,Y,Y
1001213,N,N,N,N,N
1007205,N,N,N,N,N
1007239,Y,Y,Y,Y,N
1003283,N,N,N,N,N
1007200,N,N,N,N,N
1012142,Y,Y,Y,Y,Y
1010224,Y,N,N,Y,N
1012599,Y,N,N,N,N
1010317,N,N,N,N,N
1008135,Y,N,Y,N,Y
1003091,N,N,N,N,N
1003146,Y,N,N,N,Y
1008116,N,N,N,N,N
1002093,N,N,N,N,N
1004793,N,N,Y,Y,N
1008554,Y,N,N,N,N
1004377,N,Y,Y,N,N
1002035,Y,Y,Y,Y,N
1000748,Y,N,Y,Y,N
1005413,Y,Y,Y,Y,Y
1006262,N,N,N,N,N
1005297,Y,N,Y,Y,N
1000048,N,N,N,N,N
1003782,N,N,N,N,N
1008838,Y,N,N,N,Y
1001752,Y,N,N,N,Y
1009722,Y,N,N,N,N
1009723,Y,N,N,N,N
1001768,Y,N,N,N,Y
1011976,Y,N,Y,N,Y
1003846,N,Y,Y,Y,Y
1006340,N,N,N,N,N
1010437,Y,N,N,N,N
1006819,N,N,N,N,N
1007412,N,N,N,N,N
1007196,N,N,N,N,N
1007570,N,N,N,N,N
1005579,N,N,N,N,N
1008024,Y,N,Y,Y,Y
1005971,N,N,N,N,N
1004740,N,N,N,N,N
1002151,N,N,N,N,N
1000552,N,N,N,N,N
1003116,Y,N,N,N,N
1004709,Y,Y,Y,Y,N
1007608,N,N,N,N,N
1007062,N,N,N,N,N
1008244,Y,N,N,Y,N
1004607,N,N,N,N,N
1007339,N,N,N,N,N
1012451,Y,N,Y,N,N
1011806,Y,N,N,N,N
1005082,Y,N,N,N,N
1003492,Y,N,Y,N,Y
1012590,Y,N,N,N,Y
1003222,Y,N,N,N,N
1007228,N,N,N,N,N
1006794,Y,Y,Y,Y,Y
1003992,N,N,N,N,N
1003648,N,Y,N,N,N
1003649,N,Y,N,N,N
1004181,N,N,N,N,N
1003408,N,N,Y,Y,N
1011530,Y,N,N,N,Y
1011531,Y,N,N,N,Y
1012020,Y,N,N,N,Y
1012285,Y,N,Y,Y,Y
2000008,Y,N,N,N,N
1011842,Y,N,N,N,N
1011848,Y,N,N,N,Y
1011845,Y,N,N,N,Y
1011144,Y,N,N,N,N
1011847,Y,N,N,N,Y
1011849,Y,N,N,N,Y
1011142,Y,N,N,N,N
1011846,Y,N,N,N,Y
1006152,Y,N,Y,N,Y
1001455,Y,N,N,N,Y
1012239,Y,N,N,N,N
1002382,Y,N,N,N,N
1003808,Y,N,Y,Y,N
1000958,Y,N,N,N,Y
1003332,Y,Y,Y,Y,Y
1008916,Y,Y,Y,Y,Y
1009430,Y,N,N,N,N
1002803,Y,N,N,N,N
1000657,N,N,N,N,N
1003188,N,N,N,N,N
1009319,Y,N,N,N,N
1002141,N,N,N,N,N
1000916,N,N,N,N,N
1006211,N,N,Y,Y,N
1010427,Y,N,N,N,N
1001648,Y,N,N,N,Y
1008556,N,N,N,N,N
1003668,N,N,N,N,N
1003299,Y,N,Y,Y,Y
1011136,Y,N,N,N,Y
1004582,N,N,N,N,N
1009380,Y,N,N,N,N
1000058,Y,Y,Y,Y,Y
1002397,N,N,N,N,N
1004605,Y,Y,N,N,N
1006490,Y,N,Y,N,Y
1002741,Y,N,Y,Y,Y
1005572,Y,N,N,Y,N
1000734,N,N,N,Y,Y
1004239,N,N,N,N,N
1001353,N,N,N,N,N
1010160,Y,N,N,N,N
1002838,Y,N,N,N,N
1010159,Y,N,N,N,N
1005784,Y,N,N,N,N
1001373,N,N,N,N,N
1004843,N,N,N,N,N
1008067,Y,Y,Y,Y,Y
1002091,Y,N,N,N,Y
1000757,Y,Y,N,Y,N
1001487,N,N,N,N,N
1003209,N,N,Y,N,N
1002901,N,N,N,N,Y
1008457,Y,N,Y,Y,N
1001037,Y,Y,Y,Y,Y
1010121,Y,N,N,Y,N
1007551,N,N,N,N,N
1011739,Y,N,N,N,Y
1011779,Y,N,N,N,Y
1000396,Y,N,N,N,N
1010124,Y,N,N,N,N
1008676,N,N,N,N,N
1012681,Y,N,Y,N,N
1012426,Y,N,Y,Y,Y
1007609,N,N,N,N,N
1002880,Y,Y,Y,Y,Y
1005303,Y,N,Y,Y,Y
1000924,N,N,N,N,N
1005988,Y,N,N,N,N
1007247,N,N,Y,Y,N
1001597,Y,Y,Y,Y,Y
1007419,N,N,N,N,N
1008756,Y,N,Y,Y,Y
1010602,Y,N,N,N,N
1003375,N,N,N,N,N
1000371,N,N,N,Y,Y
1008403,Y,N,N,N,Y
1011098,Y,N,N,N,Y
1011256,Y,N,N,N,N
1012065,Y,N,N,N,Y
1000249,N,Y,Y,N,N
1005786,N,N,N,Y,N
1010770,Y,Y,Y,Y,Y
1011664,Y,N,Y,Y,Y
1000034,N,N,N,N,N
1004223,Y,N,N,N,Y
1008093,Y,Y,Y,Y,Y
1010989,Y,N,Y,Y,Y
1000970,N,Y,Y,Y,N
1008272,Y,N,Y,N,Y
1010115,Y,N,N,N,N
1006031,Y,N,N,N,Y
1004606,Y,N,N,N,N
1011514,Y,N,N,N,N
1011191,Y,Y,Y,Y,Y
1011192,Y,Y,Y,Y,Y
1000184,Y,Y,Y,Y,N
1012429,Y,N,N,N,Y
1011816,Y,N,N,N,Y
1012252,Y,N,N,N,N
1008393,Y,Y,Y,Y,N
1001599,Y,Y,Y,Y,Y
1009250,Y,N,N,N,N
1012645,Y,N,Y,Y,Y
1001581,N,N,N,N,N
1007678,N,N,Y,N,Y
1001266,N,N,N,N,N
1002211,N,N,N,N,N
1010928,Y,N,N,N,N
1010457,Y,Y,Y,Y,Y
1008319,Y,N,N,N,N
1007745,N,N,Y,Y,N
1002610,N,N,N,N,N
1012349,Y,Y,Y,Y,N
1005569,N,N,N,N,N
1002912,N,N,N,N,N
1008170,Y,N,N,N,N
1012466,Y,N,Y,Y,Y
1000820,Y,N,N,Y,Y
1000819,Y,N,N,Y,Y
2000009,Y,N,N,N,N
1006799,Y,Y,Y,Y,Y
1005605,N,N,N,N,N
1007436,N,N,N,N,N
1008595,N,N,N,N,N
1004540,Y,N,N,N,N
1004539,Y,N,N,N,N
1004706,N,N,N,N,N
1005196,N,N,N,N,N
1000546,N,N,N,N,N
1006817,N,N,N,N,N
1009706,Y,N,Y,Y,Y
1006818,N,N,N,N,N
1005460,N,N,N,N,N
1003418,Y,N,N,N,N
1008560,N,N,N,N,N
1006928,N,N,N,N,N
1007086,N,N,N,N,N
1007837,N,N,N,N,N
1011730,Y,N,N,N,N
1002104,N,N,N,N,N
1010955,Y,N,N,N,N
1010765,Y,N,N,N,Y
1009292,Y,N,N,N,N
1012762,Y,N,N,N,Y
1011181,Y,N,N,N,N
1010388,Y,N,N,N,Y
1006245,Y,N,Y,N,N
1004614,N,N,Y,Y,N
1004820,N,N,N,N,N
1002067,N,N,N,N,N
1000071,Y,Y,Y,Y,Y
1004314,Y,N,N,N,Y
1010804,Y,N,N,N,N
1010805,Y,Y,Y,N,Y
1012196,Y,N,N,N,Y
1011620,Y,Y,Y,Y,Y
1007386,N,N,N,N,N
1003329,N,N,N,N,N
1003328,N,N,N,N,N
1006176,Y,Y,N,N,N
1012520,Y,N,N,Y,N
1003170,Y,Y,Y,Y,Y
1004387,Y,Y,Y,Y,Y
1008566,Y,N,N,N,N
2000010,Y,N,N,N,N
1006661,Y,N,Y,Y,Y
1009445,Y,N,N,N,N
1001914,N,N,N,N,N
1000041,N,N,N,N,N
1004186,N,N,N,N,N
1003714,N,N,N,N,N
1005981,N,N,N,N,N
1008569,Y,N,N,N,N
1009720,N,N,Y,Y,Y
1001237,N,N,N,N,N
1007206,N,N,N,N,N
1006610,N,N,N,N,N
1005120,Y,Y,N,Y,Y
1011814,Y,N,Y,N,Y
1001947,Y,N,N,N,N
1003278,Y,N,N,N,N
1004794,N,N,Y,Y,N
1004056,N,N,N,N,N
1009440,Y,N,N,N,N
1004392,N,N,N,N,N
1011794,Y,N,Y,Y,Y
1000345,N,N,N,N,N
1005738,N,N,N,N,N
1007331,N,N,N,N,N
1000714,N,N,N,N,N
1008572,Y,N,N,N,N
1011786,Y,N,N,N,N
1001963,Y,N,N,Y,N
1009174,Y,N,N,N,N
1004328,N,N,N,N,N
1004329,N,N,N,N,N
1004066,Y,N,N,N,Y
1004850,N,N,N,N,N
1007642,N,N,N,N,N
1008408,Y,N,N,N,N
1002510,Y,N,N,N,Y
1002720,N,N,N,N,N
1007576,N,N,N,N,N
1002373,Y,N,N,N,Y
1006688,N,N,N,N,N
1002773,N,N,N,N,N
1000904,N,N,N,N,N
1000135,N,N,N,N,N
1002291,N,N,N,N,N
1005141,N,N,N,N,N
1000774,Y,N,Y,N,N
1002495,N,N,N,N,N
1008452,Y,N,N,N,N
1009921,Y,Y,Y,Y,Y
1011001,Y,N,N,N,N
1002524,Y,N,N,N,N
1000518,N,N,N,N,N
1006240,Y,N,Y,Y,N
1011067,Y,N,N,Y,N
1000601,N,N,N,N,N
1011265,Y,N,Y,Y,Y
1004663,Y,N,Y,Y,N
1004030,N,N,N,N,N
1000845,Y,N,Y,Y,Y
1002300,N,N,Y,Y,N
1010029,N,N,N,Y,N
1012691,Y,N,N,N,Y
1004353,N,N,N,N,N
1007548,N,N,N,N,N
1000011,Y,Y,N,Y,N
1001645,N,N,N,N,N
1007866,N,N,N,N,N
1008166,Y,N,N,N,N
1012033,Y,Y,Y,Y,Y
1007731,N,N,N,N,N
1007732,N,N,N,N,N
1003354,Y,N,N,N,N
1004075,N,N,N,N,N
1004356,Y,Y,Y,Y,N
1009230,Y,N,N,N,N
1002572,N,N,N,N,N
1008155,Y,N,N,Y,N
1008159,Y,N,N,Y,N
1001345,N,N,N,N,N
1005298,Y,N,Y,Y,Y
1009958,N,N,N,N,N
1000636,N,N,N,N,N
1011886,Y,Y,Y,Y,Y
1003439,N,N,N,N,N
1005430,N,N,N,N,N
1004178,N,N,N,N,N
1005404,N,N,N,N,N
1003699,N,N,N,N,N
1003697,N,N,N,N,N
1003698,N,N,N,N,N
1003700,N,Y,Y,Y,N
1003701,N,Y,N,Y,N
1006658,N,N,N,N,N
1011962,Y,N,N,N,N
1002545,N,N,N,N,N
1006932,Y,N,N,N,N
1007754,N,N,N,N,N
1003690,N,Y,N,Y,N
1004244,N,N,N,N,N
1000844,N,N,N,N,N
1004939,N,N,N,N,N
1006934,N,N,N,N,N
1003952,Y,N,N,Y,N
1008573,Y,N,N,N,N
1009799,N,N,N,N,N
1001630,Y,N,Y,Y,Y
1012433,Y,N,N,N,N
1011613,Y,N,N,N,Y
1002767,Y,N,Y,Y,Y
1011376,Y,N,Y,Y,Y
1012623,Y,N,N,N,N
1005588,N,N,N,Y,N
1000892,N,N,N,N,N
1012381,Y,N,N,N,Y
1003876,N,N,N,N,N
1012359,Y,N,N,N,N
1006606,N,N,N,N,N
1001217,Y,Y,Y,N,Y
1001352,N,N,N,N,N
1007023,N,N,N,N,N
1008424,Y,Y,Y,Y,Y
1008418,Y,Y,Y,Y,Y
1010085,Y,N,Y,Y,Y
1009386,Y,N,N,N,N
1000692,Y,Y,Y,Y,Y
1010956,Y,Y,Y,Y,Y
1003511,Y,Y,Y,Y,N
1004662,N,N,N,N,Y
1006699,Y,N,N,N,N
1006294,Y,N,Y,Y,Y
1003531,Y,N,Y,Y,Y
1010247,N,N,Y,Y,N
1005893,N,N,N,N,N
1004269,Y,Y,Y,Y,Y
1005453,Y,N,Y,Y,Y
2000011,Y,N,N,N,N
1007592,N,N,N,N,N
1009534,Y,N,N,N,N
1002036,Y,Y,Y,Y,Y
1005685,N,N,N,N,N
1009239,Y,N,N,N,N
1005099,Y,N,N,N,Y
1008863,Y,Y,Y,N,Y
1007096,N,N,N,N,N
1007378,N,N,N,N,N
1008574,Y,N,N,N,N
1012445,Y,N,Y,N,Y
1007080,N,N,N,N,N
1006697,N,N,N,N,N
1012054,Y,N,N,N,Y
1002925,N,N,N,N,N
1004321,Y,N,N,N,N
1012510,Y,N,N,N,Y
1012509,Y,N,N,N,Y
1001591,N,N,N,N,N
1012311,Y,N,Y,Y,Y
1004421,N,N,N,N,N
1005294,Y,N,N,N,N
1011111,Y,N,N,N,Y
1012498,Y,Y,Y,Y,Y
1005829,Y,Y,Y,Y,N
1003638,N,N,N,Y,N
1001444,N,N,N,N,N
1010051,Y,N,N,N,N
1003279,Y,Y,Y,Y,Y
1008475,Y,N,N,N,Y
2000012,Y,N,N,N,N
1001315,N,N,N,N,N
1007726,N,N,N,N,N
1010569,Y,Y,N,Y,Y
1012253,Y,Y,Y,Y,Y
1009085,N,Y,N,Y,N
1000285,N,N,N,N,N
1009361,Y,N,N,N,N
1001427,N,N,N,N,N
1008678,Y,Y,Y,Y,Y
1008109,Y,N,Y,Y,Y
1009007,Y,Y,Y,Y,Y
1012592,Y,N,N,N,N
1012355,Y,N,N,N,Y
1005994,Y,Y,Y,Y,Y
1010261,N,N,N,N,N
1001997,N,N,N,N,N
1000473,N,N,N,N,N
1006042,Y,Y,N,N,N
1012246,Y,N,N,Y,N
1001715,Y,Y,Y,Y,Y
1001756,Y,N,N,N,N
1006866,N,N,N,N,N
1000104,Y,Y,Y,Y,Y
1010774,Y,N,N,N,N
1008578,N,N,N,N,N
1009048,Y,N,Y,Y,Y
1010574,Y,N,N,Y,N
1007376,Y,N,Y,Y,N
1012529,Y,N,Y,Y,Y
1001973,N,N,N,N,N
1002360,N,N,N,N,N
1000997,Y,N,N,N,N
1005937,Y,N,N,N,Y
1005870,Y,N,N,N,N
1010640,Y,N,N,N,Y
1002268,Y,N,N,N,N
1001635,Y,Y,Y,Y,N
1008580,Y,N,N,N,N
1006061,N,N,N,N,N
1004359,N,N,N,N,N
1010149,Y,N,N,N,N
1012395,Y,N,N,N,Y
1000737,N,N,N,N,N
1007727,N,N,N,N,N
1005461,N,N,Y,Y,N
1005462,N,N,Y,Y,N
1005463,N,N,N,N,N
1004547,N,N,N,N,N
1007047,N,N,N,N,N
1007400,N,N,N,N,N
1001530,N,N,Y,Y,N
1001531,N,N,Y,Y,N
1001532,N,N,Y,Y,N
1008011,Y,Y,N,N,Y
1007222,N,N,Y,Y,N
1008410,Y,Y,Y,Y,Y
1008413,Y,Y,Y,Y,Y
1003688,N,Y,N,Y,N
1003934,N,N,N,N,N
1001067,N,N,N,N,N
1005193,Y,N,Y,N,Y
1005192,Y,N,N,N,Y
1006372,Y,Y,Y,Y,Y
1005933,N,N,Y,N,N
1005934,N,N,Y,N,N
1000151,N,N,Y,Y,N
1005962,Y,N,N,Y,Y
1002208,Y,N,N,N,N
1007573,N,N,N,N,N
1008950,Y,N,N,N,N
1009857,Y,N,N,N,Y
1007001,N,N,N,N,N
1008973,Y,N,N,Y,N
1005797,Y,N,N,N,N
1009808,Y,N,Y,Y,Y
1012497,Y,Y,N,N,N
1007275,N,N,Y,N,N
1000522,N,N,Y,Y,N
1006173,N,N,N,N,N
1006773,N,N,N,N,N
1006774,N,N,N,N,N
1011601,Y,N,N,N,N
1011602,Y,N,N,N,N
1010196,N,Y,Y,Y,Y
1003904,N,N,N,N,N
1006084,Y,N,N,N,N
1010084,Y,Y,Y,Y,Y
1004065,Y,N,N,N,Y
1001119,Y,N,N,N,Y
1006059,Y,Y,N,Y,Y
1010482,N,N,N,N,N
1003819,Y,N,N,N,Y
1003820,Y,N,N,N,Y
1009209,Y,N,N,N,N
1010529,Y,N,N,N,N
1009018,Y,N,N,Y,Y
1011775,Y,N,N,N,Y
1011774,Y,N,N,N,Y
1004829,N,N,N,N,N
1007260,N,N,N,N,N
1005617,N,N,N,N,N
1008124,Y,N,N,Y,N
1012343,Y,N,N,Y,Y
1000310,N,N,N,N,N
1010292,N,N,Y,Y,N
1006396,N,N,N,N,Y
1004734,N,N,N,N,N
1012481,Y,N,Y,Y,N
1002888,N,N,N,N,Y
1003348,N,N,N,N,N
1004849,Y,N,N,N,N
2000013,Y,N,N,N,N
1003151,Y,N,Y,Y,N
1003883,N,N,N,N,N
1006997,Y,N,N,N,Y
1002274,Y,Y,Y,Y,N
1002273,N,N,N,N,N
1002646,N,Y,N,Y,N
1008822,Y,N,N,N,N
1011231,Y,N,Y,Y,Y
1000863,Y,N,Y,Y,Y
1004933,Y,N,N,N,N
1004831,N,N,N,N,N
1000864,N,N,N,N,N
1004830,N,N,N,N,N
1012701,Y,N,Y,Y,N
1010143,Y,N,N,N,N
1008581,Y,N,N,N,N
1001369,N,Y,N,Y,N
1003059,Y,N,N,N,Y
1000216,N,Y,N,N,Y
1000426,N,N,N,N,N
1002650,N,N,N,N,N
1005596,N,N,N,N,N
1010623,Y,N,Y,N,Y
1010024,Y,Y,Y,Y,Y
1006357,N,N,N,N,N
1005865,N,N,N,N,N
1010262,Y,N,N,N,Y
1003559,N,N,N,N,N
1000099,Y,Y,Y,Y,Y
1005163,Y,Y,Y,Y,Y
1011398,Y,Y,Y,Y,Y
1008021,N,N,Y,N,N
1001192,N,Y,Y,Y,N
1007112,N,N,N,N,N
1004045,N,N,N,N,N
1011793,Y,N,Y,Y,Y
1005315,Y,N,Y,Y,Y
2000014,Y,N,N,N,N
1011987,Y,N,N,N,N
1004398,N,N,N,N,N
1002398,N,N,N,N,N
1001302,Y,N,Y,Y,Y
1005680,N,N,N,N,N
1001722,N,N,N,N,N
1002578,Y,N,N,N,N
1009293,Y,N,N,N,N
1009501,Y,N,N,N,N
1007464,N,N,N,N,N
1003302,Y,N,Y,Y,N
1010068,N,N,N,N,N
1012486,Y,N,Y,Y,Y
1009930,N,N,N,N,N
1005284,N,N,N,N,N
1007850,N,N,N,N,N
1008906,Y,Y,N,N,N
1004995,N,Y,Y,Y,N
1009513,Y,N,N,N,N
1004666,N,N,N,N,N
1012337,Y,Y,Y,N,Y
1003909,N,N,N,N,N
1006436,N,N,N,N,N
1001966,Y,Y,Y,Y,Y
1007552,N,N,N,N,N
1001885,N,N,N,N,N
1000952,N,N,N,N,N
1004247,N,N,N,N,N
1004661,N,N,N,N,N
1012182,Y,N,N,N,N
1004324,Y,N,Y,N,N
1007465,N,N,N,N,N
1008831,Y,N,Y,Y,Y
1009188,Y,N,N,N,N
1005038,Y,N,N,Y,Y
1007026,N,N,N,N,N
1001073,N,N,N,N,N
1012619,Y,N,Y,Y,Y
1012689,Y,N,Y,Y,Y
1005107,N,N,N,N,N
1009190,Y,N,N,N,N
1006832,N,N,N,N,N
1012055,Y,N,N,N,Y
1010541,Y,N,N,N,Y
1002709,N,N,N,N,N
1002079,N,N,Y,N,N
1002080,N,N,Y,N,N
1000463,N,N,N,N,N
1004091,N,N,N,N,N
1003607,N,N,Y,N,N
1002265,N,N,N,Y,N
1005050,N,N,N,N,N
1006607,N,N,N,N,N
1008068,Y,N,N,Y,N
1002652,Y,N,N,N,N
1005025,N,N,N,N,N
1001675,N,N,N,N,Y
1007191,N,N,N,N,N
1006730,Y,N,N,N,N
1005113,N,N,N,N,N
1000509,N,N,N,N,N
1001129,N,N,N,N,N
1006795,Y,Y,Y,Y,Y
1007645,N,N,N,N,N
1003073,Y,N,Y,N,N
1004644,N,N,N,Y,N
1003014,Y,N,Y,Y,N
1005877,Y,N,N,N,N
1007676,N,N,N,N,N
1006354,N,N,N,N,N
1002037,Y,Y,Y,Y,Y
1005265,Y,N,N,Y,Y
1002218,Y,N,N,N,N
1008174,Y,N,N,Y,Y
1001481,N,N,N,N,N
1006936,N,N,N,N,N
1003137,N,N,N,Y,N
1008582,N,N,N,N,N
1011697,Y,N,N,N,Y
1001725,Y,N,Y,Y,N
1007733,N,N,N,N,N
1007497,N,N,N,N,N
1011831,Y,N,N,N,N
1007285,N,N,N,N,N
1007373,N,N,N,N,N
1005204,Y,Y,Y,Y,Y
1011411,Y,N,N,N,N
1001012,Y,N,N,Y,N
1010981,Y,N,N,N,N
1009078,Y,N,N,Y,N
1010241,Y,Y,Y,Y,Y
1003973,N,N,N,N,N
1008211,Y,N,N,N,N
1008245,N,N,N,Y,N
1011742,Y,N,Y,Y,N
1012174,Y,N,Y,Y,Y
1012165,Y,N,Y,N,N
1006951,N,N,N,N,N
1008851,N,N,N,N,Y
1006425,N,N,N,N,N
1003612,N,N,N,N,N
1006554,N,N,Y,Y,Y
1004423,N,N,N,N,N
1011331,Y,N,N,N,N
1004352,N,N,Y,N,N
1010153,Y,N,N,Y,N
1011340,Y,N,N,N,N
1009049,N,N,N,N,N
1004979,N,N,N,N,N
1001601,N,N,N,N,N
1006689,Y,Y,N,N,N
1001953,N,N,N,N,N
1011501,Y,N,N,N,Y
1012262,Y,N,N,N,Y
1003660,Y,N,Y,Y,Y
1002255,N,N,N,N,N
1001153,Y,N,N,N,Y
1006694,N,N,N,N,N
1004984,N,N,N,N,N
1006630,Y,Y,Y,Y,Y
1009528,Y,N,N,N,N
1009070,N,N,N,N,N
1007122,N,N,N,N,N
1007064,N,N,N,N,N
1008095,N,N,N,N,N
1003601,N,N,N,N,N
1004225,Y,N,Y,N,N
1003781,N,N,N,N,N
1002139,Y,N,N,N,N
1008998,N,N,N,N,N
1006141,N,N,Y,Y,N
1012563,Y,N,N,Y,Y
1012720,Y,N,N,N,N
1002321,N,N,N,N,N
1004404,N,N,N,N,N
1008577,Y,N,N,N,Y
1009060,Y,N,N,N,N
1008730,N,Y,N,Y,N
1007477,N,N,N,N,N
1007505,N,N,N,N,N
1007466,N,N,N,N,N
1007506,N,N,N,N,N
1007830,N,N,N,N,N
1001003,N,N,N,N,N
1002628,N,N,N,N,N
1003845,N,N,N,Y,Y
1011782,Y,N,N,N,N
1007701,N,N,N,N,N
1000159,Y,Y,Y,Y,Y
1005783,N,N,N,N,N
1001149,Y,Y,N,N,Y
1010709,Y,N,N,N,N
1005737,N,N,N,N,N
1006122,N,N,N,N,N
1008583,N,N,N,N,N
1002326,N,N,N,N,N
1001111,N,Y,Y,N,N
1012443,Y,N,N,Y,Y
1004140,N,N,N,N,N
1011797,Y,N,N,N,Y
1005331,N,N,N,N,N
1002338,N,N,N,N,N
1002336,N,N,N,N,N
1002341,N,N,N,N,N
1005332,N,N,N,N,N
1005329,N,N,N,N,N
1002339,N,N,N,N,N
1002335,N,N,N,N,N
1005330,N,N,N,N,N
1002334,N,N,N,N,N
1002337,N,N,N,N,N
1002340,N,N,N,N,N
1002345,N,N,N,N,N
1002519,N,N,N,N,N
1002122,N,N,N,N,N
1000454,N,N,N,N,N
1006741,N,N,N,N,N
1001846,N,N,N,Y,Y
1002162,N,N,N,Y,N
1002264,N,N,N,N,N
1001398,N,Y,Y,Y,N
1012741,Y,Y,Y,Y,Y
1005701,N,N,Y,Y,N
1010829,Y,N,N,N,N
1006219,N,N,N,N,N
1006220,N,N,N,N,Y
1002527,Y,N,Y,Y,Y
1009752,N,N,N,Y,N
1008353,Y,N,Y,Y,N
1001041,N,N,N,N,N
1009809,Y,N,Y,Y,Y
1005725,Y,N,Y,N,N
1009849,Y,N,N,N,N
1009660,Y,N,N,Y,Y
1007525,N,N,N,N,N
1007537,N,N,N,N,N
1007534,N,N,N,N,N
1004400,N,Y,Y,Y,Y
1003805,N,Y,Y,N,N
1011762,Y,N,N,N,N
1009728,Y,N,N,N,N
1009412,Y,N,N,N,N
1007284,Y,N,Y,Y,N
1011851,Y,N,N,N,N
1007230,N,N,N,N,N
1001226,N,N,N,N,N
1005993,Y,N,Y,N,N
1005897,Y,Y,Y,Y,Y
1009702,Y,Y,Y,Y,Y
1008318,Y,N,N,N,N
1010686,Y,N,N,N,N
1003069,N,N,N,N,N
1005913,N,N,N,Y,N
1010523,Y,N,Y,N,Y
1010579,Y,Y,Y,Y,N
1000244,Y,Y,N,Y,Y
1001818,N,N,N,N,N
1009201,Y,N,N,N,N
1001998,N,N,N,N,N
1005349,N,N,Y,Y,N
1005300,Y,N,Y,Y,Y
1004495,N,N,N,N,N
1006471,Y,N,Y,Y,Y
1006472,Y,N,Y,Y,Y
1003555,N,N,N,N,N
1008181,N,Y,Y,N,N
1010845,Y,N,N,N,N
1000909,N,Y,Y,Y,Y
1006735,N,N,N,N,N
1005759,Y,N,Y,Y,Y
1006677,Y,Y,Y,Y,N
1011413,Y,N,N,N,N
1008715,N,N,N,N,N
1000250,Y,N,N,N,N
1005529,Y,N,N,N,N
1007499,N,N,N,N,N
1012683,Y,N,Y,Y,Y
1010544,Y,Y,N,Y,Y
1010545,Y,N,N,N,N
1010543,Y,Y,N,Y,Y
1001165,N,N,N,N,N
1007849,N,N,N,N,N
1000632,N,N,N,N,N
1003990,Y,Y,Y,N,N
1006540,Y,Y,N,Y,Y
1003355,Y,N,Y,Y,Y
1005019,N,N,N,N,N
1004046,N,N,N,N,N
1002084,N,N,Y,Y,Y
1007144,N,N,N,N,N
1009050,N,N,N,N,N
1003390,N,N,N,N,N
1001463,N,N,N,N,N
1001285,N,N,N,N,N
1010011,N,N,N,N,N
1006267,N,N,N,N,N
1001783,N,N,N,N,N
1005917,N,N,N,N,N
1006517,N,N,Y,Y,N
1010041,Y,N,N,N,N
1006891,N,N,N,N,N
1003786,N,N,N,N,N
1009695,N,Y,Y,Y,Y
1011195,Y,N,N,N,Y
1000121,N,N,Y,Y,Y
1000980,N,N,N,N,N
1005209,N,N,N,N,N
1002704,Y,N,N,N,N
1003300,N,N,N,N,N
1000842,Y,N,Y,Y,Y
1008584,Y,N,N,N,N
1003261,N,N,N,N,N
1006474,Y,N,Y,N,Y
1012043,Y,N,N,N,N
1009206,Y,N,N,N,N
1006285,Y,N,Y,Y,Y
1012131,Y,N,N,N,Y
1011870,Y,N,Y,Y,Y
1003400,N,N,N,N,N
1005512,N,N,N,N,N
1011110,Y,N,N,Y,Y
1011984,Y,N,N,N,Y
1011985,Y,N,N,N,Y
1012015,Y,N,N,N,Y
1001669,Y,N,Y,Y,Y
1007750,N,N,N,N,N
1001312,Y,Y,Y,Y,N
1005992,N,N,N,N,N
1000137,N,N,N,N,N
1005948,Y,Y,Y,Y,Y
1011957,Y,N,N,N,Y
1007360,N,N,N,N,N
1002404,N,Y,Y,Y,Y
1012260,Y,Y,Y,Y,Y
1002312,Y,N,N,N,N
1002819,Y,N,Y,Y,Y
1009672,Y,N,N,N,N
1006831,Y,Y,N,Y,Y
1007103,N,N,N,N,N
1001194,N,N,N,N,N
1004080,Y,N,Y,Y,Y
1005366,N,N,N,N,N
1008248,N,N,Y,Y,N
1008243,Y,Y,Y,Y,Y
1002469,Y,N,Y,N,N
1005337,N,N,N,N,N
1004688,Y,N,N,N,Y
1003843,N,Y,Y,Y,N
1007705,N,N,N,N,N
1005848,Y,N,Y,Y,N
1007141,N,N,N,N,N
1001137,N,N,N,N,N
1001138,N,N,N,N,N
1001139,N,N,N,N,N
1000814,Y,N,Y,N,N
1010434,Y,N,N,N,N
1002848,Y,N,Y,N,N
1006807,Y,N,N,N,N
1003360,N,N,N,N,N
1005036,N,N,N,N,N
1003257,N,N,N,N,N
1006266,Y,N,Y,Y,N
1006621,Y,N,N,N,N
1010896,Y,N,Y,N,N
1010191,Y,N,N,N,N
1010186,Y,N,Y,Y,Y
1010182,Y,Y,Y,Y,Y
1010183,Y,Y,Y,Y,Y
1004336,Y,Y,Y,N,Y
1010375,Y,Y,Y,Y,N
1006227,N,N,N,N,N
1002823,N,N,N,N,N
1001244,Y,Y,Y,Y,Y
1002855,N,N,N,N,N
1001833,Y,Y,Y,N,Y
1001834,N,N,N,N,N
1005775,Y,N,N,N,Y
1005881,Y,N,N,N,Y
1002686,Y,N,N,N,N
1002275,N,N,N,N,Y
1008020,Y,Y,N,Y,Y
1008586,Y,N,N,N,N
1005076,N,N,N,N,N
1008942,Y,N,N,N,Y
1011177,Y,N,N,N,Y
